#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2527,Carnivores: Dinosaur Hunter Reborn,"May 27, 2015",$14.99,34% (74%),"28,950 ±5,527",08:40 (03:33),Digital Dreams Entertainment LLC,Digital Dreams Entertainment LLC,Simulation
2834,Football Mogul 15,"Sep 6, 2016",$11.99,N/A (N/A),"28,950 ±5,527",00:13 (00:12),"Sports Mogul, Inc.","Sports Mogul, Inc.",Simulation
3332,Fire Pro Wrestling World,10/07/17,$19.99,89% (94%),"28,950 ±5,527",24:59 (06:52),"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Simulation
247,Aven Colony,25/07/17,$29.99,21% (64%/65%),"28,675 ±5,500",09:01 (05:37),Mothership Entertainment LLC,Team17 Digital Ltd,Simulation
924,Gardens Inc. From Rakes to Riches,25/03/14,$9.99,N/A (N/A),"28,675 ±5,500",14:12 (11:51),"World-Loom, Nitreal",MumboJumbo,Simulation
1895,Particle Fleet: Emergence,"Sep 29, 2016",$14.99,77% (91%),"28,675 ±5,500",59:45 (10:42),Knuckle Cracker,Knuckle Cracker,Simulation
2732,8-Bit Invaders!,"Dec 16, 2016",$14.99,48% (81%),"28,675 ±5,500",04:25 (02:25),Petroglyph,Petroglyph,Simulation
2215,Demolish & Build 2017,"Oct 18, 2016",$19.99,33% (73%),"28,399 ±5,474",04:20 (01:56),Noble Muffins,PlayWay S.A.inc,Simulation
2439,Sophie's Curse,16/03/16,$4.99,64% (87%),"28,399 ±5,474",02:09 (01:31),TrerPlay,TrerPlay,Simulation
395,Nightork Adventures - Beyond the Moons of Shadalee,"Aug 23, 2016",$1.99,N/A (N/A),"28,123 ±5,447",03:33 (03:32),Warptear Entertainment,Warptear Entertainment,Simulation
1610,Summer Sale,01/06/16,$0.99,14% (58%),"28,123 ±5,447",02:25 (02:08),Ductape studio,Ductape studio,Simulation
1247,Sky Rogue,"Aug 24, 2017",$19.99,81% (92%),"27,847 ±5,421",08:18 (03:44),Fractal Phase,Fractal Phase,Simulation
1904,Emergency 2017,"Oct 27, 2016",$19.99,15% (59%),"27,847 ±5,421",12:40 (08:08),Sixteen Tons Entertainment,Sixteen Tons Entertainment,Simulation
2050,Pro Cycling Manager 2013,20/06/13,$9.99,29% (71%),"27,847 ±5,421",60:55 (10:31),Cyanide,Focus Home Interactive,Simulation
2209,Canvas The Gallery,"Feb 16, 2017",Free,89% (94%),"27,847 ±5,421",00:36 (00:15),Skylar Stickley,Skylar Stickley,Simulation
2667,Lift It,20/01/17,$4.99,N/A (N/A),"27,847 ±5,421",06:43 (07:22),89AM Studio,89AM Studio,Simulation
804,Holy Potatoes! Were in Space?!,"Feb 14, 2017",$14.99,48% (81%),"27,572 ±5,394",06:08 (02:58),Daylight Studios,Daedalic Entertainment,Simulation
2282,Final Approach: Pilot Edition,22/06/16,$14.99,N/A (N/A),"27,572 ±5,394",00:44 (00:09),Phaser Lock Interactive,Phaser Lock Interactive,Simulation
139,Crookz - The Big Heist,"Aug 25, 2015",$9.99,61% (86%/74%),"27,296 ±5,367",05:32 (01:59),Skilltree Studios,Kalypso Media Digital,Simulation
149,Mainlining,26/01/17,$9.99,53% (83%/73%),"27,296 ±5,367",02:40 (02:31),Rebelephant,Merge Games,Simulation
363,HOUND,28/03/17,$9.99,N/A (N/A),"27,296 ±5,367",00:13 (00:11),Nick Shesterin,Meridian4,Simulation
511,Slavistan,29/07/16,$1.99,74% (90%),"27,296 ±5,367",01:25 (00:31),Free Candy Games,Free Candy Games,Simulation
899,Stock Car Extreme,"Feb 11, 2015",$14.99,56% (84%),"27,296 ±5,367",26:40 (05:25),Reiza Studios,Reiza Studios,Simulation
1704,Command: Modern Air / Naval Operations WOTY,"Sep 26, 2014",$79.99,61% (86%),"27,296 ±5,367",49:45 (10:38),WarfareSims,Slitherine Ltd.,Simulation
1752,AVATARIKA,"Apr 11, 2017",Free,2% (33%),"27,296 ±5,367",00:43 (00:26),Nikita Online,Nikita Online,Simulation
2128,Emergency 2014,15/11/13,N/A,16% (60%),"27,296 ±5,367",10:27 (05:27),"Promotion Software, Quadriga Games",Deep Silver,Simulation
2360,Project Freedom,"Oct 14, 2009",$2.99,46% (80%),"27,296 ±5,367",01:59 (01:11),City Interactive,CI Games,Simulation
2679,Pole Position 2012,"Apr 26, 2012",$5.99,0% (10%),"27,296 ±5,367",06:16 (02:19),Destrax Games,Assemble Entertainment,Simulation
3259,Candy Machine,"Apr 24, 2017",$8.99,N/A (N/A),"27,296 ±5,367",04:29 (04:31),Colossal Wreck,Colossal Wreck,Simulation
259,Storm,27/06/13,$2.99,28% (70%/63%),"27,020 ±5,339",01:46 (00:56),Eko Software,Neko Entertainment,Simulation
423,Cockroach Simulator,"Sep 16, 2016",$8.99,34% (74%),"27,020 ±5,339",02:44 (01:01),HFM Games,HFM Games,Simulation
1621,A Chair in a Room : Greenwater,30/03/16,$24.99,70% (89%),"27,020 ±5,339",03:29 (02:08),Wolf & Wood Interactive Ltd,Wolf & Wood Interactive Ltd,Simulation
2445,GearCity,"May 30, 2014",$16.99,46% (80%),"27,020 ±5,339",18:56 (05:06),Visual Entertainment And Technologies,KISS ltd,Simulation
730,Zooicide,30/06/17,$4.99,25% (68%),"26,745 ±5,312",00:46 (00:28),Evil Tortilla Games,Evil Tortilla Games,Simulation
992,Prison Tycoon 4: SuperMax,,$24.99,N/A (N/A),"26,745 ±5,312",04:42 (01:23),,"ValuSoft, Retroism",Simulation
1047,VR Journey,"Dec 15, 2016",$2.99,N/A (N/A),"26,745 ±5,312",04:03 (04:31),"Nova Dimension, Recreat4",Nova Dimension,Simulation
1341,City Life 2008,"Sep 29, 2008",$9.99,17% (61%),"26,745 ±5,312",06:16 (00:40),Monte Cristo,Focus Home Interactive,Simulation
1958,Our Love Will Grow,"Dec 4, 2015",$4.99,25% (68%),"26,745 ±5,312",04:39 (03:25),John Wizard,John Wizard,Simulation
2760,Limberjack,"Sep 1, 2016",Free,N/A (N/A),"26,745 ±5,312",00:06 (00:05),DigitasLBi,Husqvarna,Simulation
2844,FLASHOUT 2,06/06/14,$4.99,14% (58%),"26,745 ±5,312",00:53 (00:17),Jujubee S.A.,Jujubee S.A.,Simulation
3208,Waste Walkers,01/06/15,$9.99,61% (86%),"26,745 ±5,312",03:08 (02:54),Corrosive Studios LLC,Corrosive Studios LLC,Simulation
82,iRacing,12/01/15,$9.99,38% (76%/79%),"26,469 ±5,285",70:20 (01:56),"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",Simulation
437,Sbastien Loeb Rally EVO,29/01/16,$29.99,9% (50%),"26,469 ±5,285",11:28 (02:20),Milestone S.r.l.,Milestone S.r.l.,Simulation
597,The Spatials: Galactology,07/07/16,$12.99,53% (83%),"26,469 ±5,285",07:43 (04:00),Weird and Wry,Weird and Wry,Simulation
2110,Pizza Express,25/06/15,$6.99,77% (91%),"26,469 ±5,285",04:46 (04:10),Onni Interactive,Black Shell Media,Simulation
2339,SHOFER Race Driver,30/06/15,$8.99,N/A (N/A),"26,469 ±5,285",00:13 (00:05),Zhoori Maang Entertainment,Zhoori Maang Entertainment,Simulation
520,The Graveyard,09/03/09,$4.99,17% (61%),"26,193 ±5,257",00:31 (00:10),Tale of Tales,Tale of Tales,Simulation
1188,Close Combat - Gateway to Caen,06/06/14,$39.99,19% (63%),"26,193 ±5,257",50:34 (08:42),Slitherine Ltd.,Slitherine Ltd.,Simulation
1261,Investigator,01/06/16,$1.99,38% (76%),"26,193 ±5,257",02:40 (02:38),AdroVGames,AdroVGames,Simulation
2032,Airline Tycoon Deluxe,14/11/14,$9.99,26% (69%),"26,193 ±5,257",16:37 (03:34),Spellbound AG,"Black Forest Games, THQ Nordic",Simulation
3040,Space Station Alpha,"Feb 27, 2015",$5.99,N/A (N/A),"26,193 ±5,257",00:57 (01:07),NuclearFirecracker,NuclearFirecracker,Simulation
3145,Spacecraft,"Aug 22, 2017",$0.99,N/A (N/A),"26,193 ±5,257",01:15 (01:38),Spacevb Studio,Spacevb Studio,Simulation
3,Out of the Park Baseball 16,23/03/15,$19.99,N/A (N/A/91%),"25,917 ±5,229",176:03 (39:49),Out of the Park Developments,Out of the Park Developments,Simulation
23,Microsoft Allegiance,"Sep 29, 2017",Free,38% (76%/86%),"25,917 ±5,229",01:45 (00:09),Microsoft Game Studios,ZapHop Games,Simulation
242,WWE 2K18,"Oct 17, 2017",$59.99,11% (54%/66%),"25,917 ±5,229",21:56 (16:31),"Visual Concepts, Yuke's Co., LTD",2K,Simulation
967,Professional Lumberjack 2015,05/03/15,$19.99,N/A (N/A),"25,917 ±5,229",03:34 (00:28),PlayWay S.A.,"BANDAI NAMCO Entertainment, United Independent Entertainment GmbH",Simulation
2559,Driftwood The Visual Novel,"Aug 8, 2016",Free,N/A (N/A),"25,917 ±5,229",01:02 (01:03),Wakagana,Wakagana,Simulation
190,Echelon,03/07/14,$3.99,5% (42%/70%),"25,642 ±5,201",03:06 (03:20),MADia Entertainment,Buka Entertainment,Simulation
231,Tycoon City: New York,12/03/08,$9.99,2% (32%/67%),"25,642 ±5,201",06:12 (04:42),,Retroism,Simulation
894,Grass Simulator,"Apr 1, 2015",$4.99,18% (62%),"25,642 ±5,201",02:04 (01:12),Daniel Davies,Daniel Davies,Simulation
1163,About Elise,"Sep 26, 2017",Free,44% (79%),"25,642 ±5,201",00:23 (00:07),Toni Domínguez,Toni Domínguez,Simulation
1731,Tesla VR,"Aug 10, 2016",Free,N/A (N/A),"25,642 ±5,201",00:03 (00:04),Lex Dreitser,VRVU,Simulation
3279,The Spatials,30/03/15,$9.99,33% (73%),"25,642 ±5,201",09:18 (04:10),Weird and Wry,Weird and Wry,Simulation
181,Thrillville: Off the Rails,08/07/09,$9.99,67% (88%/70%),"25,366 ±5,173",07:21 (03:00),Frontier,LucasArts,Simulation
547,Football Mogul 2014,"May 28, 2015",$4.99,N/A (N/A),"25,366 ±5,173",17:28 (29:04),"Sports Mogul, Inc.","Sports Mogul, Inc.",Simulation
1449,Reach for the Sun,07/11/13,$4.99,24% (67%),"25,366 ±5,173",03:27 (01:06),Filament Games,,Simulation
174,Crazy Machines 3,"Oct 18, 2016",$19.99,95% (96%/71%),"25,090 ±5,145",04:14 (02:04),Fakt Software,Daedalic Entertainment,Simulation
1668,Baseball Mogul Diamond,"Aug 9, 2016",$11.99,N/A (N/A),"25,090 ±5,145",00:05 (00:01),"Sports Mogul, Inc.","Sports Mogul, Inc.",Simulation
2598,Connected Hearts - Visual novel,"Aug 12, 2017",Free,56% (84%),"25,090 ±5,145",01:02 (00:16),Eternal Night Studios,"Stw Projects, Ziel Graywords",Simulation
3308,Rozkol,"May 10, 2017",$2.99,N/A (N/A),"25,090 ±5,145",03:17 (03:30),Nuostak,"LEVER Software, Enjoy Games",Simulation
506,Chunks,"Apr 11, 2016",$19.99,N/A (N/A),"24,815 ±5,117",00:34 (00:27),Facepunch Studios,Facepunch Studios,Simulation
638,Supreme Ruler 1936,"May 9, 2014",$12.99,33% (73%),"24,815 ±5,117",28:23 (09:31),BattleGoat Studios,BattleGoat Studios,Simulation
1308,Habitat,26/01/16,$14.99,5% (41%),"24,815 ±5,117",03:01 (01:10),4gency,Versus Evil,Simulation
1953,The Enlightened League of Bone Builders and the Osseous Enigma,"Aug 29, 2016",Free,N/A (N/A),"24,815 ±5,117",00:08 (00:06),INVIVO Communications,INVIVO Communications,Simulation
409,RECYCLE,"Sep 3, 2014",$9.99,3% (37%),"24,539 ±5,088",11:57 (02:49),rondomedia GmbH,rondomedia GmbH,Simulation
588,Mad Riders,"May 30, 2012",$9.99,56% (84%),"24,539 ±5,088",02:10 (01:13),Techland,Ubisoft,Simulation
3015,GE Neuro,"Sep 5, 2016",Free,N/A (N/A),"24,539 ±5,088",00:14 (00:10),Kite & Lightning,Kite & Lightning,Simulation
3295,Airport Simulator 2015,"Apr 22, 2015",$14.99,2% (30%),"24,539 ±5,088",02:05 (01:00),LinkSolutions Ltd.,rondomedia GmbH,Simulation
1166,Niffelheim,"Apr 28, 2016",$19.99,46% (80%),"24,263 ±5,060",08:16 (04:11),Ellada Games,Ellada Games,Simulation
1741,Orion: A Sci-Fi Visual Novel,"Sep 28, 2015",$12.99,N/A (N/A),"24,263 ±5,060",01:51 (02:01),Cylight Studios,Cylight Studios,Simulation
2177,Sol 0: Mars Colonization,15/01/16,$3.99,29% (71%),"24,263 ±5,060",08:56 (04:27),Chondrite Games,Chondrite Games,Simulation
2182,TheWaveVR Beta,"Apr 12, 2017",Free,97% (97%),"24,263 ±5,060",02:25 (00:38),TheWaveVR,TheWaveVR,Simulation
2450,World's Dawn,25/01/16,$9.99,53% (83%),"24,263 ±5,060",11:29 (02:22),Wayward Prophet,Wayward Prophet,Simulation
2717,Hearthlands,"Apr 28, 2017",$19.99,58% (85%),"24,263 ±5,060",12:36 (08:30),Sergio & Simon,Sergio & Simon,Simulation
544,Entropy,"Feb 3, 2017",$9.99,2% (32%),"23,987 ±5,031",05:31 (01:49),Artplant,Artplant,Simulation
920,Nobunaga's Ambition: Taishi /,29/11/17,N/A,1% (28%),"23,987 ±5,031",25:06 (21:56),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Simulation
980,MiniDrivers,"Aug 31, 2015",$5.99,N/A (N/A),"23,987 ±5,031",04:18 (04:17),Ivanovich Games,Ivanovich Games,Simulation
1050,Tachyon: The Fringe,18/06/09,$9.99,85% (93%),"23,987 ±5,031",05:02 (02:49),NovaLogic,"NovaLogic, THQ Nordic",Simulation
1132,Panzermadels: Tank Dating Simulator,09/03/16,$9.99,74% (90%),"23,987 ±5,031",24:25 (02:18),DEVGRU-P,DEVGRU-P,Simulation
2572,"Once Bitten, Twice Dead!",07/07/15,$4.99,N/A (N/A),"23,987 ±5,031",03:27 (03:43),Gamestarters,"Gamestarters Publisher, Gamestarter's",Simulation
785,GamersGoMakers,"Aug 8, 2014",$9.99,44% (79%),"23,712 ±5,002",15:24 (08:57),gnifrebel Games UG,gnifrebel Games UG,Simulation
940,Flix and Chill,"Feb 27, 2017",$0.99,56% (84%),"23,712 ±5,002",04:01 (03:27),Jason Lovett,K Bros Games,Simulation
1518,Blockscape,03/07/14,$9.99,3% (37%),"23,712 ±5,002",09:25 (01:32),ioneo,ioneo,Simulation
1833,Romopolis,"May 18, 2016",$3.99,N/A (N/A),"23,712 ±5,002",03:54 (03:26),Lonely Troops,Lonely Troops,Simulation
2896,Don Bradman Cricket 14,25/06/14,$39.99,81% (92%),"23,712 ±5,002",116:07 (52:07),Big Ant Studios,Big Ant Studios,Simulation
281,Into the Stars,04/03/16,$19.99,5% (41%/61%),"23,436 ±4,973",02:29 (01:10),Fugitive Games,Iceberg Interactive,Simulation
318,Railroad Pioneer,01/07/14,$4.99,18% (62%/50%),"23,436 ±4,973",07:25 (01:32),"Kritzelkratz 3000, JoWooD",THQ Nordic,Simulation
818,Desert Ride Coaster,"Dec 7, 2016",Free,N/A (N/A),"23,436 ±4,973",02:53 (00:12),iNFINITE Production,iNFINITE Production,Simulation
947,Townopolis,"Apr 27, 2016",$3.99,N/A (N/A),"23,436 ±4,973",04:07 (03:24),Lonely Troops,Lonely Troops,Simulation
1436,Dovetail Games Flight School,"May 24, 2016",$14.99,9% (50%),"23,436 ±4,973",08:03 (04:02),Dovetail Games,Dovetail Games,Simulation
583,Sword of the Samurai,"Oct 17, 2014",$6.99,95% (96%),"23,160 ±4,943",01:50 (01:22),"MicroProse Software, Inc","Retroism, Nightdive Studios",Simulation
595,Mashinky,"Oct 6, 2017",$24.99,64% (87%),"23,160 ±4,943",11:05 (07:02),Jan Zelený,Jan Zelený,Simulation
1228,My Lil' Donut,"Aug 31, 2016",Free,N/A (N/A),"23,160 ±4,943",00:40 (00:24),Isaac Cohen,Tool of North America,Simulation
1562,TownCraft,"Feb 25, 2015",$9.99,N/A (N/A),"23,160 ±4,943",04:53 (03:13),"Flat Earth Games, Epiphany Games",Flat Earth Games,Simulation
2379,Ultimate Booster Experience,14/07/16,$4.99,48% (81%),"23,160 ±4,943",05:34 (00:27),GexagonVR,GexagonVR,Simulation
3277,Orbit HD,18/03/15,$0.99,19% (63%),"23,160 ±4,943",02:28 (02:07),Brainchild,Brainchild,Simulation
132,Comanche 4,18/06/09,$9.99,74% (90%/74%),"22,885 ±4,914",03:22 (00:41),NovaLogic,"NovaLogic, THQ Nordic",Simulation
1266,Medieval Kingdom Wars,09/06/17,$18.99,40% (77%),"22,885 ±4,914",07:05 (02:42),Reverie World Studios,,Simulation
1603,Heavy Gear Assault,"Feb 10, 2017",$39.99,N/A (N/A),"22,885 ±4,914",03:09 (03:02),MekTek Studios,Stompy Bot Productions,Simulation
1890,Heart's Medicine - Time to Heal,"Sep 20, 2016",$12.99,77% (91%),"22,885 ±4,914",13:56 (10:15),Blue Giraffe,GameHouse,Simulation
2278,Pitstop Challenge,"Feb 1, 2016",$9.99,N/A (N/A),"22,885 ±4,914",00:12 (00:15),Laudo Games,KISS ltd,Simulation
2454,Interstellaria,17/07/15,$9.99,15% (59%),"22,885 ±4,914",06:15 (04:23),Coldrice Games LLC,Chucklefish,Simulation
2653,Predator Simulator,"May 15, 2015",$2.99,N/A (N/A),"22,885 ±4,914",00:56 (00:34),GameIndica Entertainment,GameIndica Entertainment,Simulation
3109,dUpLicity ~Beyond the Lies~,08/01/15,$9.99,N/A (N/A),"22,885 ±4,914",03:22 (03:24),roseVeRte,roseVeRte,Simulation
3181,Football Club Simulator - FCS 18,04/03/16,$9.95,N/A (N/A),"22,885 ±4,914",09:39 (06:09),FCS - Football Team,FX Interactive,Simulation
340,Jack Nicklaus Perfect Golf,"May 3, 2016",$34.99,19% (63%),"22,609 ±4,884",26:25 (05:51),PERFECT PARALLEL,"Perfect.Golf, Inc.",Simulation
782,Industry Empire,30/07/14,$19.99,2% (32%),"22,609 ±4,884",22:18 (04:02),Actalogic,rondomedia GmbH,Simulation
1333,Aerofly FS 2 Flight Simulator,20/11/17,$59.99,34% (74%),"22,609 ±4,884",13:37 (04:03),IPACS,IPACS,Simulation
1913,Megapolis,15/06/16,$3.99,N/A (N/A),"22,609 ±4,884",03:45 (03:32),Lonely Troops,Lonely Troops,Simulation
2660,BalanCity,"Sep 21, 2016",$0.79,34% (74%),"22,609 ±4,884",02:36 (01:04),Fernando Cordoba,,Simulation
2826,Pixel Survivors,"May 5, 2016",$3.99,18% (62%),"22,609 ±4,884",03:08 (03:21),"Sachonski, Renamilanesi, Sith",Patagoniart,Simulation
142,Bad Mojo Redux,03/07/14,$5.99,N/A (N/A/74%),"22,333 ±4,854",00:31 (00:19),Pulse Entertainment,Nightdive Studios,Simulation
2019,Club Manager 2015,"Dec 4, 2014",$9.99,6% (44%),"22,333 ±4,854",11:39 (03:06),BigBlaze Games,2tainment,Simulation
2470,World Basketball Manager 2010,"Apr 21, 2010",$2.99,1% (26%),"22,333 ±4,854",01:01 (00:24),Icehole Games,Strategy First,Simulation
3097,Tyto Ecology,"Apr 14, 2016",$6.99,40% (77%),"22,333 ±4,854",08:27 (01:58),Immersed Games,Immersed Games,Simulation
431,The Temporal Invasion,04/07/16,$4.99,42% (78%),"22,057 ±4,824",06:06 (06:35),Hybriona Labs,Hybriona Labs,Simulation
492,My Free Zoo,28/11/17,Free,9% (51%),"22,057 ±4,824",01:58 (00:14),"KING Art, upjers",upjers,Simulation
1797,ICED,"May 15, 2017",$9.99,24% (67%),"22,057 ±4,824",04:35 (05:20),Anea_Duo_Dev,Anea_Duo_Dev,Simulation
2190,GEARGUNS Tank offensive,"Sep 20, 2016",$7.99,15% (59%),"22,057 ±4,824",05:36 (05:13),Alexey Glinskiy,Alexey Glinskiy,Simulation
2995,Theme Park Studio,"Dec 2, 2016",$29.99,7% (46%),"22,057 ±4,824",05:33 (01:50),Pantera Entertainment,Pantera Entertainment,Simulation
65,"Codename: Panzers, Phase One","Feb 18, 2016",$14.99,48% (81%/81%),"21,782 ±4,794",14:04 (05:47),"Stormregion, THQ Nordic",THQ Nordic,Simulation
776,Diorama No.3 : The Marchland,"Apr 5, 2016",$2.99,N/A (N/A),"21,782 ±4,794",00:07 (00:06),The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,Simulation
1305,BoomTown! Deluxe,"Oct 14, 2016",$1.99,N/A (N/A),"21,782 ±4,794",02:37 (02:54),Ish Games,Ish Games,Simulation
1627,Flower Shop: Winter In Fairbrook,31/07/14,$14.99,N/A (N/A),"21,782 ±4,794",02:29 (01:05),Winter Wolves,Winter Wolves,Simulation
1889,Project AURA,05/01/15,$19.99,28% (70%),"21,782 ±4,794",09:57 (02:33),Pixel Quality Games,Pixel Quality Games,Simulation
2871,Lifeliqe VR Museum,04/11/16,Free,N/A (N/A),"21,782 ±4,794",00:18 (00:05),"Lifeliqe, Inc.","Lifeliqe, Inc.",Simulation
2484,Demolition Company Gold Edition,"Aug 4, 2011",$9.99,56% (84%),"21,506 ±4,763",11:36 (05:17),Giants Software,Giants Software,Simulation
2998,Airport Firefighters - The Simulation,"May 13, 2015",$14.99,3% (35%),"21,506 ±4,763",05:31 (03:15),Visual Imagination Software GbR,rondomedia GmbH,Simulation
3172,ROD: Revolt Of Defense,"Aug 12, 2016",$0.99,46% (80%),"21,506 ±4,763",01:44 (01:01),Hostel Games,Hostel Games,Simulation
243,Light of Altair,04/06/09,$14.99,N/A (N/A/66%),"21,230 ±4,733",09:07 (09:02),SaintXi,SaintXi,Simulation
298,Clockwork Empires,"Oct 26, 2016",$29.99,7% (47%/58%),"21,230 ±4,733",18:29 (04:23),"Gaslamp Games, Inc.","Gaslamp Games, Inc.",Simulation
345,Starship Theory,04/07/17,$11.99,18% (62%),"21,230 ±4,733",09:08 (05:03),Reconnect Software,Reconnect Software,Simulation
813,1849,"May 8, 2014",$14.99,24% (67%),"21,230 ±4,733",12:16 (04:30),SomaSim,SomaSim,Simulation
865,Agricultural Simulator 2012: Deluxe Edition,"Apr 17, 2015",$7.99,N/A (N/A),"21,230 ±4,733",00:06 (00:05),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
912,Heileen 3: New Horizons,17/07/14,$24.99,N/A (N/A),"21,230 ±4,733",03:26 (02:40),Winter Wolves,Winter Wolves,Simulation
1160,Voodoo Garden,"Aug 4, 2016",$2.99,36% (75%),"21,230 ±4,733",06:11 (01:52),M. Hanka,Liu Lidan,Simulation
1597,BARBAR BAR,02/06/17,Free,N/A (N/A),"21,230 ±4,733",00:04 (00:02),"Bartoš Studio, TEDI Games",Bartoš Studio,Simulation
1998,Beast Battle Simulator,"Aug 23, 2017",$9.99,81% (92%),"21,230 ±4,733",08:20 (03:35),DOG HOGGLER,DOG HOGGLER,Simulation
2175,Governor of Poker 2,"Oct 11, 2010",$7.99,44% (79%),"21,230 ±4,733",22:33 (06:10),I Sioux Game Productions B.V.,Youdagames,Simulation
2506,Football Tactics,01/06/15,$16.99,77% (91%),"21,230 ±4,733",20:32 (11:25),Creoteam,Creoteam,Simulation
2954,3 Coins At School,"Apr 20, 2016",$4.99,N/A (N/A),"21,230 ±4,733",05:28 (05:51),89AM Studio,89AM Studio,Simulation
3084,Legend of Merchant,"Dec 16, 2016",$1.99,46% (80%),"21,230 ±4,733",02:54 (02:02),疯王子,疯王子中二集团总部,Simulation
1682,Ant War: Domination,"Oct 2, 2015",$2.99,14% (58%),"20,955 ±4,702",03:14 (02:19),Anarchy Enterprises,Anarchy Enterprises,Simulation
1813,Hegemony III: Clash of the Ancients,"Aug 25, 2015",$29.99,36% (75%),"20,955 ±4,702",19:06 (07:44),Longbow Games,Longbow Games,Simulation
1826,Battle Fleet 2,20/11/14,$14.99,34% (74%),"20,955 ±4,702",12:35 (05:59),Mythical City Games,Mythical City Games,Simulation
2071,Production Line,"May 18, 2017",$17.99,46% (80%),"20,955 ±4,702",09:36 (05:12),Positech Games,Positech Games,Simulation
460,Pro Cycling Manager 2012,22/06/12,$9.99,34% (74%),"20,679 ±4,671",33:16 (13:15),Cyanide Studios,Focus Home Interactive,Simulation
713,Celestial Command,20/11/14,$10.99,44% (79%),"20,679 ±4,671",05:21 (01:34),"Romenics, Artaani, Riya",Romenics,Simulation
987,Wayward,"Apr 22, 2016",$7.99,53% (83%),"20,679 ±4,671",10:30 (02:35),Unlok,Unlok,Simulation
1052,ShotForge,02/11/16,Free,N/A (N/A),"20,679 ±4,671",00:28 (00:09),Alix,Alix,Simulation
1547,Hybrid Animals,"Aug 29, 2016",$6.99,18% (62%),"20,679 ±4,671",02:57 (01:42),FamishedMammal,Abstract Software Inc.,Simulation
1709,NEKO-NIN exHeart,"Apr 21, 2017",$9.99,99% (98%),"20,679 ±4,671",02:35 (01:29),Whirlpool,Sekai Project,Simulation
164,Valentino Rossi The Game,16/06/16,$39.99,36% (75%/72%),"20,403 ±4,640",26:52 (12:59),Milestone S.r.l.,Milestone S.r.l.,Simulation
1175,Ascent - The Space Game,"Apr 11, 2016",$19.99,31% (72%),"20,403 ±4,640",23:08 (06:45),Fluffy Kitten Studios,Fluffy Kitten Studios,Simulation
1216,Desert Bus VR,27/11/17,Free,85% (93%),"20,403 ±4,640",00:19 (00:11),Dinosaur Games,"Gearbox Software, LLC",Simulation
1337,Three Days,"May 19, 2017",$4.99,N/A (N/A),"20,403 ±4,640",02:56 (03:16),"Lewis Bergin, GorePixelGames",Lewis Bergin,Simulation
1979,One Night Stand,07/11/16,$2.99,77% (91%),"20,403 ±4,640",02:01 (01:28),Kinmoku,Kinmoku,Simulation
2259,MXGP2 - The Official Motocross Videogame,"Apr 7, 2016",$39.99,28% (70%),"20,403 ±4,640",24:36 (09:52),Milestone S.r.l.,Milestone S.r.l.,Simulation
2421,Pixel Puzzles 2: RADical ROACH,"Aug 12, 2016",$1.99,N/A (N/A),"20,403 ±4,640",06:16 (04:54),DL Softworks,KISS ltd,Simulation
2555,Gunship!,11/07/14,$6.99,N/A (N/A),"20,403 ±4,640",01:19 (00:54),Microprose,Retroism,Simulation
2568,Neocolonialism,"Dec 1, 2014",$3.99,N/A (N/A),"20,403 ±4,640",00:49 (01:23),"Subaltern Games, LLC","Subaltern Games, LLC",Simulation
