#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
1201,Big Bang Empire,"Aug 23, 2016",Free,13% (57%),"111,114 ±10,827",41:36 (00:30),Playata GmbH,European Games Group AG,RPG
944,The Gate,"Apr 27, 2015",Free,22% (65%),"110,838 ±10,814",03:55 (00:26),Spicy Horse Games,Spicy Horse Games,RPG
1953,Star Project,"Aug 4, 2016",$1.99,N/A (N/A),"110,838 ±10,814",03:38 (03:30),Spectrum Games,Dagestan Technology,RPG
2587,On The Path Remastered,"Feb 8, 2017",$0.53,N/A (N/A),"110,838 ±10,814",03:36 (03:30),Pentagrammical Justice,Pentagrammical Justice,RPG
1241,Red Stone Online,Apr 2015,Free,13% (57%),"110,563 ±10,800",03:15 (00:20),L&K Logic Korea,L&K Logic Korea,RPG
1653,Spell Fighter VR,23/03/16,Free,36% (75%),"110,287 ±10,787",01:18 (00:18),Kubold,Kubold,RPG
2375,Alganon,"May 19, 2015",Free,3% (37%),"109,736 ±10,760",01:38 (00:15),Quest Online,3000AD,RPG
94,Desktop Dungeons,07/11/13,$14.99,74% (90%/82%),"109,460 ±10,746",17:27 (06:03),QCF Design,QCF Design,RPG
410,The Incredible Adventures of Van Helsing III,"May 22, 2015",$14.99,13% (56%/64%),"108,908 ±10,719",07:21 (03:28),NeocoreGames,NeocoreGames,RPG
981,Wrath of Athena,"May 29, 2015",Free,N/A (N/A),"108,908 ±10,719",01:03 (00:04),Kuuplay,Kuuplay,RPG
325,Sengoku,"Sep 15, 2011",$9.99,25% (68%/70%),"108,633 ±10,706",03:18 (01:17),Paradox Development Studio,Paradox Interactive,RPG
2423,- Arcane preRaise -,"May 2, 2017",$2.99,N/A (N/A),"108,633 ±10,706",03:34 (03:31),Arcane Raise,ArcaneRaise,RPG
2203,Survive in Space,"May 20, 2016",$4.99,28% (70%),"108,357 ±10,692",03:06 (03:29),Just1337 Studio,Just1337 Publisher,RPG
2143,Alien Shooter,"May 27, 2009",$4.99,70% (89%),"107,530 ±10,651",01:43 (00:47),Sigma Team Inc.,Sigma Team Inc.,RPG
503,Grotesque Tactics 2 Dungeons and Donuts,21/11/11,$2.49,11% (54%/48%),"106,978 ±10,624",04:08 (00:27),"Silent Dreams, Headup Games",Headup Games,RPG
1867,Geneforge 2,01/07/03,$5.99,N/A (N/A),"106,978 ±10,624",06:19 (00:30),Spiderweb Software,Spiderweb Software,RPG
1877,Geneforge 5: Overthrow,01/11/08,$5.99,N/A (N/A),"106,978 ±10,624",07:06 (00:18),Spiderweb Software,Spiderweb Software,RPG
2036,Geneforge 4: Rebellion,01/11/06,$5.99,N/A (N/A),"106,978 ±10,624",05:32 (11:04),Spiderweb Software,Spiderweb Software,RPG
2179,Geneforge 1,"Dec 1, 2001",$5.99,85% (93%),"106,978 ±10,624",06:59 (01:45),Spiderweb Software,Spiderweb Software,RPG
2844,Geneforge 3,"Apr 1, 2005",$5.99,N/A (N/A),"106,978 ±10,624",08:53 (18:12),Spiderweb Software,Spiderweb Software,RPG
310,Sherlock Holmes - Nemesis,"Aug 7, 2008",$9.99,36% (75%/71%),"106,151 ±10,583",05:49 (01:56),Frogwares,Frogwares,RPG
144,Battle Brothers,24/03/17,$29.99,64% (87%/80%),"105,876 ±10,569",56:08 (22:51),Overhype Studios,Overhype Studios,RPG
942,Tempest: Pirate Action RPG,"Aug 22, 2016",$14.99,33% (73%),"105,876 ±10,569",08:16 (02:38),Lion's Shade,HeroCraft,RPG
2623,Shattered Planet,03/07/14,$14.99,29% (71%),"105,048 ±10,528",05:36 (02:17),Kitfox Games,Kitfox Games,RPG
2813,Savage Resurrection,"Aug 18, 2016",Free,13% (56%),"105,048 ±10,528",04:54 (02:56),"S2 Games, LLC","S2 Games, LLC",RPG
2565,Hyperdimension Neptunia U: Action Unleashed,21/03/16,$29.99,89% (94%),"104,773 ±10,514",08:10 (03:57),"Idea Factory, Compile Heart, Tamsoft",Idea Factory International,RPG
2905,Fairyland: Incursion,21/06/16,$2.99,N/A (N/A),"104,497 ±10,500",04:27 (04:02),Naarassusi Game,Naarassusi Game,RPG
160,Half Minute Hero: The Second Coming,"Apr 4, 2014",$9.99,85% (93%/79%),"103,670 ±10,458",08:18 (02:40),Opus,Marvelous,RPG
1796,Remnants Of Isolation,"May 1, 2015",$1.99,N/A (N/A),"103,670 ±10,458",03:47 (03:26),Team Isolation,Degica,RPG
1455,King Arthur: Collection,"May 24, 2011",N/A,N/A (N/A),"103,394 ±10,444",13:05 (01:48),NeocoreGames,Paradox Interactive,RPG
122,Arcanum: Of Steamworks and Magick Obscura,"Aug 29, 2016",$5.99,67% (88%/81%),"102,843 ±10,416",09:42 (01:30),Troika Games,Activision,RPG
372,Costume Quest 2,"Oct 7, 2014",$14.99,64% (87%/68%),"102,843 ±10,416",06:21 (04:36),Double Fine Productions,"Midnight City , Majesco",RPG
2696,The Sunset,13/07/16,$1.99,N/A (N/A),"102,843 ±10,416",03:36 (03:30),TheBlavas,TheBlavas,RPG
1892,Dark Elf,"Aug 3, 2017",$3.99,74% (90%),"102,291 ±10,388",03:34 (02:28),ONEONE1,SakuraGame,RPG
307,The Surge,"May 15, 2017",$39.99,36% (75%/72%),"102,015 ±10,374",14:17 (08:43),Deck13,Focus Home Interactive,RPG
2252,AKIBA'S TRIP: Undead Undressed,"May 26, 2015",$29.99,64% (87%),"101,740 ±10,360",10:30 (04:01),ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc.",RPG
1055,2 Rescue the Great Demon 2,18/11/16,Free,38% (76%),"101,464 ±10,346",01:22 (00:13),吃了就睡工作室,indienova,RPG
169,DeathSpank: Thongs of Virtue,30/11/10,$14.99,58% (85%/78%),"100,913 ±10,318",09:34 (05:25),Hothead Games,Electronic Arts,RPG
2092,Wizardry 7: Crusaders of the Dark Savant,"Sep 10, 2013",$4.99,70% (89%),"100,637 ±10,304",38:38 (00:25),Sir-Tech,"Gamepot, Inc., Nightdive Studios",RPG
2912,Wizardry 6: Bane of the Cosmic Forge,"Sep 10, 2013",$4.99,42% (78%),"100,637 ±10,304",08:25 (00:09),Sir-Tech,"Gamepot, Inc., Nightdive Studios",RPG
2315,Warspear Online,02/11/17,Free,29% (71%),"100,361 ±10,290",03:07 (00:13),AIGRIND,AIGRIND,RPG
2765,The Bottom of the Well,03/03/16,Free,64% (87%),"100,085 ±10,276",00:45 (00:23),Red Nettle Studio,Red Nettle Studio,RPG
167,Avernum 2: Crystal Souls,14/01/15,$19.99,85% (93%/78%),"99,810 ±10,262",22:58 (00:48),Spiderweb Software,Spiderweb Software,RPG
1018,Super Trench Attack!,24/07/14,$4.99,81% (92%),"99,258 ±10,233",02:47 (02:01),Retro Army Limited,Retro Army Limited,RPG
1692,Disciples III: Reincarnation,"Feb 14, 2014",$9.99,22% (65%),"98,707 ±10,205",43:46 (07:33),Akella,bitComposer Games,RPG
1729,Delve Deeper,"Sep 24, 2010",$4.99,12% (55%),"98,707 ±10,205",03:56 (01:58),Lunar Giant,Lunar Giant Studios,RPG
899,Death Penalty: Beginning,23/01/17,$1.99,N/A (N/A),"98,431 ±10,191",01:16 (00:04),"VI GAMES LLC, Ivan Buderkrvych",VI GAMES LLC,RPG
187,Etherlords II,"Feb 13, 2014",$4.99,58% (85%/78%),"97,880 ±10,162",08:33 (01:35),Nival,Nival,RPG
1163,Realms of Arkania: Blade of Destiny,29/07/13,$14.99,10% (52%),"97,880 ±10,162",12:27 (00:52),Crafty Studios,United Independent Entertainment GmbH,RPG
1667,Dangerous Bullets,"May 21, 2017",$1.99,N/A (N/A),"97,880 ±10,162",04:12 (04:01),Indie Games Studio,Indie Games Studio,RPG
925,LiEat,"Feb 25, 2016",$2.99,97% (97%),"97,604 ±10,148",03:50 (02:11),△○□× (Miwashiba),AGM PLAYISM,RPG
573,Perfect World International,"Apr 19, 2016",Free,8% (48%),"97,053 ±10,119",35:47 (00:55),Perfect World Entertainment,Perfect World Entertainment,RPG
711,Abbot's Book Demo,"Apr 4, 2016",Free,74% (90%),"97,053 ±10,119",00:24 (00:08),"The Abbot's Book, LLC","Blackthorn Media, LLC",RPG
1048,Starward Rogue,22/01/16,$11.99,92% (95%),"96,777 ±10,105",05:26 (02:08),"Arcen Games, LLC","Arcen Games, LLC",RPG
1433,Citadel: Forged with Fire,26/07/17,$14.99,22% (65%),"96,777 ±10,105",18:17 (07:29),"Blue Isle Studios, Virtual Basement LLC",Blue Isle Studios,RPG
229,Drakensang,09/03/09,$9.99,48% (81%/75%),"96,225 ±10,076",18:27 (06:17),Radon Labs,DTP Entertainment,RPG
301,Anarchy Online,"Feb 22, 2017",Free,48% (81%/72%),"96,225 ±10,076",00:01 (00:01),Funcom,Funcom,RPG
1474,//SNOWFLAKE TATTOO//,27/03/15,$4.99,N/A (N/A),"95,950 ±10,061",03:38 (03:30),Rail Slave Games,KISS ltd,RPG
134,FATE,"Dec 12, 2013",$7.99,81% (92%/80%),"95,674 ±10,047",15:03 (03:22),WildTangent,WildTangent,RPG
510,DARK,03/07/13,$9.99,7% (46%/41%),"95,674 ±10,047",03:45 (01:46),Realmforge Studios,Kalypso Media Digital,RPG
1396,Sunrider: Liberation Day - Captain's Edition,04/03/16,$24.99,58% (85%),"95,674 ±10,047",07:00 (04:52),Love in Space,Sekai Project,RPG
2744,Bridge Constructor Playground,02/07/14,$9.99,29% (71%),"95,398 ±10,032",01:14 (00:32),ClockStone,Headup Games,RPG
773,The Adventurer - Episode 1: Beginning of the End,29/07/17,$1.99,N/A (N/A),"95,123 ±10,018",03:38 (03:32),ZemunBRE,ZemunBRE,RPG
1758,Knights of Pen and Paper 2,"Oct 20, 2015",$7.99,58% (85%),"94,847 ±10,003",08:20 (05:26),Kyy Games,Paradox Interactive,RPG
2147,Quest of Dungeons,25/03/14,$4.99,42% (78%),"94,847 ±10,003",04:54 (02:40),David Amador,David Amador,RPG
181,Everything,"Apr 21, 2017",$14.99,61% (86%/78%),"94,571 ±9,989",02:46 (01:31),David OReilly,"David OReilly, Double Fine Presents",RPG
1058,The Adventures of Tree,01/03/16,$4.99,N/A (N/A),"94,571 ±9,989",05:53 (05:58),"NinjaISV, TigerNDV",OfficialTigerStudios,RPG
495,Miner Wars 2081,28/11/12,$9.99,2% (30%/52%),"94,295 ±9,974",02:25 (00:52),Keen Software House,Keen Software House,RPG
1907,FootLOL: Epic Fail League,"Apr 16, 2014",$9.99,53% (83%),"94,295 ±9,974",02:26 (01:31),Lion's Shade,HeroCraft,RPG
2900,Reptilians Must Die!,31/01/17,$1.99,31% (72%),"94,020 ±9,960",03:36 (03:30),"Andrew ""Versus"" Larionov",AYE Technology,RPG
2159,Guardian's Oath,"Sep 28, 2016",$1.99,N/A (N/A),"93,468 ±9,930",01:26 (00:04),Nodamex,NDMX Game Studios,RPG
311,Elven Legacy,"Apr 7, 2009",$4.99,31% (72%/71%),"93,193 ±9,916",06:47 (01:03),1C:InoCo,1C Company,RPG
474,The Technomancer,28/06/16,$29.99,24% (67%/56%),"93,193 ±9,916",09:13 (03:32),Spiders,Focus Home Interactive,RPG
380,Last Word,"May 8, 2015",$9.99,56% (84%/67%),"92,917 ±9,901",03:43 (02:45),Twelve Tiles,Degica,RPG
1094,FINAL FANTASY IV: THE AFTER YEARS,"May 11, 2015",$15.99,17% (61%),"92,090 ±9,857",21:58 (05:31),Square Enix,Square Enix,RPG
1312,FATE: Undiscovered Realms,"Apr 17, 2014",$7.99,48% (81%),"92,090 ±9,857",06:39 (01:25),WildTangent,WildTangent,RPG
2327,CrossCode,"May 15, 2015",$19.99,97% (97%),"92,090 ±9,857",13:24 (05:31),Radical Fish Games,"Deck13, WhisperGames, DANGEN Entertainment",RPG
2505,Hero of the Kingdom II,"Feb 20, 2015",$7.99,89% (94%),"91,538 ±9,827",05:03 (04:13),Lonely Troops,Lonely Troops,RPG
42,Age of Wonders II: The Wizard's Throne,Oct 2010,$9.99,40% (77%/86%),"90,711 ±9,783",15:03 (01:53),Triumph Studios,Paradox Interactive,RPG
822,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,"May 16, 2014",$5.99,N/A (N/A),"90,435 ±9,768",01:14 (00:13),Dark Gaia Studios,Degica,RPG
1036,Mystery Mine,"May 18, 2017",$3.99,N/A (N/A),"90,435 ±9,768",03:41 (03:31),LEVER Software,"LEVER Software, Enjoy Games",RPG
1370,Fairy Fencer F Advent Dark Force | ADVENT DARK FORCE | F ADVENT DARK FORCE,"Feb 14, 2017",$49.99,56% (84%),"90,435 ±9,768",12:14 (04:02),"IDEA FACTORY, COMPILE HEART",Idea Factory International,RPG
1548,Mighty Party,30/03/17,Free,17% (61%),"90,160 ±9,753",07:25 (00:36),Panoramik Inc,Panoramik Inc,RPG
484,King Arthur: Fallen Champions,"Sep 16, 2011",$4.99,N/A (N/A/54%),"89,884 ±9,738",01:56 (00:20),NeocoreGames,Paradox Interactive,RPG
718,Fragmented,"Aug 15, 2017",$9.99,7% (47%),"89,608 ±9,723",03:49 (01:12),Above and Beyond Technologies,Above and Beyond Technologies,RPG
1173,Landmark,10/06/16,$9.99,3% (34%),"89,608 ±9,723",18:38 (06:31),Daybreak Game Company,Daybreak Game Company,RPG
994,Vanishing Realms,"Apr 5, 2016",$19.99,92% (95%),"88,230 ±9,648",03:49 (01:54),Indimo Labs LLC,Indimo Labs LLC,RPG
1623,GRANADO ESPADA,"Feb 23, 2017",Free,6% (45%),"87,402 ±9,603",20:33 (00:24),"HANBITSOFT, INC., IMC GAMES CO.,LTD.",REDBANA CORPORATION,RPG
825,Elemental Heroes,03/03/16,Free,12% (55%),"87,127 ±9,588",03:36 (00:12),JED GAMES,JED GAMES,RPG
105,The Age of Decadence,"Oct 14, 2015",$29.99,48% (81%/81%),"86,851 ±9,573",17:25 (05:05),Iron Tower Studio,Iron Tower Studio,RPG
2095,Aveyond 3-1: Lord of Twilight,"Feb 7, 2014",$9.99,N/A (N/A),"86,575 ±9,557",02:28 (00:15),"Amaranth Games, LLC",Degica,RPG
397,The Yawhg,"Feb 27, 2014",$9.99,48% (81%/66%),"86,024 ±9,527",02:31 (01:06),"Damian Sommer, Emily Carroll",Damian Sommer,RPG
491,Dead Effect 2,"May 6, 2016",$11.99,29% (71%/53%),"85,748 ±9,512",07:36 (02:45),"BadFly Interactive, a.s.","BadFly Interactive, a.s.",RPG
1673,Lineage II,12/11/15,N/A,N/A (N/A),"85,748 ±9,512",25:25 (00:54),NCSOFT,NCSOFT,RPG
1663,Mirror,07/11/17,$1.99,95% (96%),"85,472 ±9,496",03:19 (02:24),SakuraGame,SakuraGame,RPG
2660,Dark Scavenger,"May 16, 2014",$4.99,74% (90%),"85,197 ±9,481",03:30 (02:43),Psydra Games LLC,Psydra Games LLC,RPG
1193,Khan: Absolute Power,18/03/16,Free,9% (51%),"84,645 ±9,450",56:51 (00:18),Mirinae,Blaze Gamers,RPG
1014,In Verbis Virtus,"Apr 3, 2015",$19.99,51% (82%),"84,370 ±9,435",04:39 (02:18),Indomitus Games,Indomitus Games,RPG
2610,Heroes Tactics,21/06/17,Free,14% (58%),"84,094 ±9,419",07:45 (00:27),Camex Games,Camex Games,RPG
2613,It's time to get out from the solar system,"Sep 1, 2015",$4.99,N/A (N/A),"84,094 ±9,419",03:42 (03:30),WTFOMGames,WTFOMGames,RPG
51,Chaos Reborn,"Oct 26, 2015",$9.99,38% (76%/85%),"83,818 ±9,404",10:49 (02:12),Snapshot Games Inc.,Snapshot Games Inc.,RPG
665,Breach & Clear: Deadline Rebirth (2016),20/07/15,$9.99,10% (52%),"83,542 ±9,388",04:15 (02:19),"Mighty Rabbit Studios, Gun Media","Good Shepherd Entertainment, Devolver Digital",RPG
2809,Avernum 4,"May 11, 2012",$4.99,N/A (N/A),"83,542 ±9,388",08:46 (00:59),Spiderweb Software,Spiderweb Software,RPG
282,Paper Sorcerer,22/01/14,$4.99,64% (87%/73%),"83,267 ±9,373",04:43 (01:38),Ultra Runaway Games,Ultra Runaway Games,RPG
1009,Star Wolves,02/03/10,$3.99,46% (80%),"83,267 ±9,373",09:18 (02:24),X-Bow Software,1C Company,RPG
2149,Avernum 6,"May 11, 2012",$4.99,N/A (N/A),"83,267 ±9,373",06:41 (00:47),Spiderweb Software,Spiderweb Software,RPG
2484,Exanima,"Apr 29, 2015",$14.99,48% (81%),"83,267 ±9,373",14:59 (04:09),Bare Mettle Entertainment,Bare Mettle Entertainment,RPG
2914,Faery - Legends of Avalon,16/06/14,$9.99,31% (72%),"83,267 ±9,373",03:16 (01:53),Spiders Studio,Focus Home Interactive,RPG
520,A Wizard's Lizard,16/06/14,$9.99,24% (67%),"82,991 ±9,357",05:37 (02:06),Lost Decade Games,Lost Decade Games,RPG
1770,Blood and Gold: Caribbean!,"Dec 10, 2015",$19.99,14% (58%),"82,991 ±9,357",16:51 (03:38),Snowbird Games,Snowbird Games,RPG
2805,Salt,"Oct 15, 2014",$14.99,56% (84%),"82,991 ±9,357",07:20 (02:46),Lavaboots Studios,Lavaboots Studios,RPG
490,Akaneiro: Demon Hunters,25/11/14,Free,3% (35%/53%),"82,715 ±9,342",02:01 (00:23),Spicy Horse,Spicy Horse,RPG
1794,Pixel Heroes: Byte & Magic,"Feb 6, 2015",$9.99,42% (78%),"82,715 ±9,342",07:47 (04:44),The Bitfather,Headup Games,RPG
2723,Avernum 5,"May 11, 2012",$4.99,N/A (N/A),"82,440 ±9,326",09:21 (00:43),Spiderweb Software,Spiderweb Software,RPG
1625,FINAL FANTASY V,"Sep 24, 2015",$15.99,33% (73%),"82,164 ±9,311",33:07 (07:16),Square Enix,Square Enix,RPG
2885,Envy the Dead,"Sep 12, 2016",$0.99,28% (70%),"82,164 ±9,311",03:34 (03:30),Kazakov Oleg,Kazakov Oleg,RPG
215,Pathologic Classic HD,"Oct 29, 2015",$12.99,67% (88%/76%),"81,888 ±9,295",06:46 (02:13),"Ice-Pick Lodge, General Arcade",Good Shepherd Entertainment,RPG
347,Aurion: Legacy of the Kori-Odan,"Apr 14, 2016",$14.99,85% (93%/69%),"81,612 ±9,279",04:52 (04:09),Kiro'o Games,"Playdius, Plug In Digital",RPG
613,Time Ramesside (A New Reckoning),"Apr 29, 2015",$4.99,N/A (N/A),"81,612 ±9,279",04:25 (04:54),Panzer Gaming Studios,Panzer Gaming Studios,RPG
1466,Ragnarok Journey,12/06/17,Free,3% (37%),"81,612 ±9,279",12:45 (00:10),Youren,Gravity Interactive,RPG
2347,The Huntsman: Winter's Curse,"Apr 22, 2016",Free,36% (75%),"81,612 ±9,279",00:42 (00:17),Desert Owl Games LLC,Desert Owl Games LLC,RPG
615,Gangs of Space,"Aug 10, 2017",Free,36% (75%),"81,337 ±9,264",02:29 (00:27),Little Big MMO,Little Big MMO,RPG
720,Lamia Must Die,"Aug 26, 2015",Free,23% (66%),"81,337 ±9,264",00:22 (00:13),Tuomo Laine,Tuomo Laine,RPG
2507,Alien Shooter 2 Conscription,"May 18, 2012",$9.99,N/A (N/A),"81,337 ±9,264",04:45 (00:45),Sigma Team Inc.,Sigma Team Inc.,RPG
957,A Step Into Darkness,"Aug 1, 2017",Free,1% (22%),"81,061 ±9,248",00:34 (00:08),GameOrchard Productions,GameOrchard Productions,RPG
1413,Badland Bandits,16/07/15,Free,7% (46%),"81,061 ±9,248",00:22 (00:07),Wild Wolf Std,Wild Wolf Std,RPG
690,Megadimension Neptunia VII,05/07/16,$39.99,95% (96%),"80,510 ±9,216",23:13 (10:19),"Idea Factory, Compile Heart",Idea Factory International,RPG
1492,Who Is Mike - A Visual Novel,"Sep 29, 2015",Free,77% (91%),"80,510 ±9,216",00:38 (00:27),Fervent,Afterthought Studios,RPG
2962,Magical Diary: Horse Hall,"May 31, 2012",$14.99,85% (93%),"80,510 ±9,216",07:19 (03:59),Hanako Games,Hanako Games,RPG
544,Gloria Victis,09/06/16,$19.99,21% (64%),"80,234 ±9,201",25:35 (03:27),Black Eye Games,Black Eye Games,RPG
1816,Out of Reach,08/06/15,$14.99,22% (65%),"80,234 ±9,201",13:19 (03:21),Space Boat Studios,Space Boat Studios,RPG
2296,Gurumin: A Monstrous Adventure,30/03/15,$9.99,81% (92%),"79,958 ±9,185",05:10 (03:48),"Nihon Falcom, Mastiff",Mastiff,RPG
2538,Loren The Amazon Princess,15/01/14,$19.99,48% (81%),"78,855 ±9,121",07:58 (02:53),Winter Wolves,Winter Wolves,RPG
1050,Destiny of Ancient Kingdoms,"Aug 29, 2016",Free,8% (49%),"78,304 ±9,089",01:51 (00:08),Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,RPG
2400,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,"Dec 19, 2014",$1.99,N/A (N/A),"78,028 ±9,073",03:35 (03:30),Kisareth Studios,Kisareth Studios,RPG
1708,Forgotten Heroes,"Aug 12, 2016",$0.99,N/A (N/A),"77,752 ±9,057",04:33 (04:31),Epic Fire,Neon Green Pin Games,RPG
861,Force of Nature,"Dec 13, 2016",$7.99,36% (75%),"77,477 ±9,041",13:15 (05:01),A.Y.std,A.Y.std,RPG
2793,Spellstone,14/11/16,Free,21% (64%),"77,477 ±9,041",21:26 (00:35),Synapse Games,Kongregate,RPG
481,Warhammer Quest,07/01/15,$14.99,26% (69%/55%),"76,649 ±8,993",14:35 (05:55),"Rodeo Games, Twistplay",Chilled Mouse,RPG
424,SKYHILL,"Oct 6, 2015",$14.99,34% (74%/63%),"76,374 ±8,977",05:53 (03:55),Mandragora,Daedalic Entertainment,RPG
1288,Agarest: Generations of War Zero,"Apr 17, 2014",$19.99,36% (75%),"76,098 ±8,960",11:42 (02:48),Idea Factory,Ghostlight LTD,RPG
566,Nebula Online,03/11/16,$4.99,4% (39%),"75,822 ±8,944",04:39 (04:59),"Mizar Games, Komar Games",KISS ltd,RPG
1790,Super Motherload,"Apr 4, 2014",$14.99,40% (77%),"75,547 ±8,928",04:45 (03:22),XGen Studios,XGen Studios,RPG
140,Grandia II Anniversary Edition,"Aug 24, 2015",$19.99,81% (92%/80%),"75,271 ±8,912",16:13 (04:52),"GAME ARTS Co., Ltd., SkyBox Labs","GungHo Online Entertainment America, Inc.",RPG
314,You Must Build A Boat,04/06/15,$4.99,51% (82%/71%),"75,271 ±8,912",08:52 (03:52),EightyEightGames,EightyEightGames,RPG
528,Sword of Asumi,08/01/15,$7.99,38% (76%),"75,271 ±8,912",03:31 (03:12),Dharker Studio,Dharker Studio,RPG
2889,Sinless + OST,"Dec 16, 2015",$4.99,51% (82%),"74,995 ±8,895",03:14 (03:17),MGP Studios,Forever Entertainment S. A.,RPG
246,Our Darker Purpose,29/01/14,$14.99,48% (81%/74%),"74,719 ±8,879",09:18 (01:57),Avidly Wild Games,Avidly Wild Games,RPG
2472,Reckless Ruckus,20/03/15,Free,N/A (N/A),"74,719 ±8,879",02:40 (00:06),Kuuplay,Kuuplay,RPG
445,Vigil: Blood Bitterness,29/06/07,Free,0% (18%/61%),"74,444 ±8,862",00:20 (00:04),Freegamer,,RPG
344,Sorcery! Parts 1 and 2,"Feb 2, 2016",$9.99,64% (87%/69%),"73,892 ±8,830",06:36 (03:04),inkle Ltd,inkle Ltd,RPG
488,Windforge,11/03/14,$9.99,26% (69%/53%),"73,892 ±8,830",13:39 (02:07),Snowed In Studios,Snowed In Studios,RPG
2893,Star Wolves 2,02/03/10,$3.99,4% (40%),"73,892 ±8,830",04:27 (01:43),X-Bow Software,1C Company,RPG
254,Starpoint Gemini Warlords,"May 23, 2017",$34.99,42% (78%/74%),"73,617 ±8,813",19:44 (05:30),Little Green Men Games,Iceberg Interactive,RPG
2637,TinyKeep,"Sep 29, 2014",$9.99,24% (67%),"73,341 ±8,797",02:11 (01:36),Phigames,Digital Tribe,RPG
772,99 Spirits,12/11/13,$9.99,33% (73%),"73,065 ±8,780",03:48 (02:44),TORaIKI,Fruitbat Factory,RPG
2157,Tsukumogami,"May 31, 2012",$29.99,N/A (N/A),"73,065 ±8,780",00:20 (00:01),TORaIKI,Fruitbat Factory,RPG
2988,Blood Knights,13/11/13,$9.99,21% (64%),"72,789 ±8,763",02:58 (02:24),Deck 13,Kalypso Media Digital,RPG
918,The Albino Hunter,11/03/15,$4.99,34% (74%),"72,514 ±8,747",04:01 (03:22),Cherry Co. Studios,Cherry Co. Studios,RPG
97,Avadon 2: The Corruption,"Oct 30, 2013",$9.99,61% (86%/82%),"72,238 ±8,730",23:51 (11:36),Spiderweb Software,Spiderweb Software,RPG
292,Convoy,"Apr 21, 2015",$14.99,44% (79%/72%),"72,238 ±8,730",05:07 (02:22),Convoy Games,Indietopia Games,RPG
887,Shadow Hunter,"Apr 20, 2015",Free,13% (57%),"72,238 ±8,730",00:18 (00:09),Jeff Trier,Jeff Trier,RPG
150,Battle Chasers: Nightwar,"Oct 3, 2017",$20.09,74% (90%/79%),"71,962 ±8,714",20:27 (11:39),Airship Syndicate,THQ Nordic,RPG
634,One Star,"Apr 17, 2017",$2.99,N/A (N/A),"71,687 ±8,697",03:28 (03:30),Spectrum Games,Dagestan Technology,RPG
1149,The Deed: Dynasty,"May 10, 2016",$1.19,64% (87%),"71,687 ±8,697",05:12 (03:20),Pilgrim Adventures,GrabTheGames,RPG
2088,Holy Avatar vs. Maidens of the Dead,"Feb 20, 2014",$2.49,13% (56%),"71,687 ±8,697",00:56 (00:24),"Headup Games, Silent Dreams",Headup Games,RPG
139,Hand of Fate 2,07/11/17,$29.99,70% (89%/80%),"71,411 ±8,680",09:49 (05:01),Defiant Development,Defiant Development,RPG
442,Dex,"May 7, 2015",$19.99,58% (85%/62%),"71,411 ±8,680",06:37 (03:01),Dreadlocks Ltd.,"Dreadlocks Ltd., Badland Games, Techland",RPG
2011,Ys VI: The Ark of Napishtim,"Apr 28, 2015",$19.99,85% (93%),"71,411 ±8,680",09:01 (05:54),Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",RPG
2193,Wolcen: Lords of Mayhem,24/03/16,$19.99,42% (78%),"71,411 ±8,680",06:02 (02:01),WOLCEN Studio,WOLCEN Studio,RPG
1243,Lili: Child of Geos - Complete Edition,"May 9, 2014",$14.99,64% (87%),"70,859 ±8,647",03:18 (01:27),"BitMonster, Inc.","BitMonster, Inc.",RPG
2437,I am Setsuna,19/07/16,$39.99,34% (74%),"70,859 ±8,647",09:30 (05:19),Tokyo RPG Factory,Square Enix,RPG
2698,XXZ,"Sep 29, 2017",Free,31% (72%),"69,757 ±8,579",00:52 (00:20),L. Stotch,L. Stotch,RPG
884,EvilQuest,"Feb 20, 2014",$1.99,74% (90%),"69,205 ±8,545",03:17 (02:22),Chaosoft Games,Chaosoft Games,RPG
2103,Acan's Call: Act 1,"Aug 11, 2016",Free,56% (84%),"68,929 ±8,528",00:44 (00:16),Cyberith GmbH,Cyberith GmbH,RPG
2951,Star Trek Timelines,12/07/17,Free,8% (49%),"68,929 ±8,528",23:04 (00:29),Disruptor Beam Inc.,Disruptor Beam Inc.,RPG
1081,Space Pirates And Zombies 2,07/11/17,$19.99,48% (81%),"68,654 ±8,511",18:07 (10:07),MinMax Games Ltd.,MinMax Games Ltd.,RPG
2148,FRONTIERS,"Dec 15, 2014",$14.99,13% (56%),"68,654 ±8,511",01:10 (00:22),AAD Productions,AAD Productions,RPG
497,Dinocide,21/01/16,$9.99,N/A (N/A/51%),"68,378 ±8,494",02:18 (01:55),AtomicTorch Studio,AtomicTorch Studio,RPG
1406,Wanda - A Beautiful Apocalypse,03/06/16,$9.99,N/A (N/A),"68,378 ±8,494",02:33 (02:53),Kodots Games,KISS ltd,RPG
